ID	questionnaire label	group	what	personID	session	unit	itemID	scale_original	scale	shortID	perspective	item wordings	value	target	age	gender	experience	conception 	class 	age adult education
23	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	6	Präsenz/Stimme  	Presence: voice	ps_deutlich	self-assessment	Ich habe klar, deutlich und langsam gesprochen	3	A	44	1	15	0	0	0
24	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	6	Präsenz/Stimme  	Presence: voice	ps_klar	self-assessment	Ich habe mich klar und verständlich ausgedrückt.	3	A	44	1	15	0	0	0
25	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	6	Präsenz/Stimme  	Presence: voice	ps_impulse	self-assessment	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.	2	A	44	1	15	0	0	0
26	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_nonverbal	self-assessment	Bei Unterrichtsstörungen haben ich oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.	2	A	44	1	15	0	0	0
27	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_zubewegen	self-assessment	Bei Unterrichtsstärungen habe ich mich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.	2	A	44	1	15	0	0	0
28	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_direkt	self-assessment	Bei Unterrrichtsstörungen habe ich störende Schüler*innen direkt angesprochen.	3	A	44	1	15	0	0	0
29	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	9	Manipulationsitem	Natural behaviour	m_natürlich	self-assessment	Während der Stunde habe ich mich sehr natürlich verhalten.	2	A	44	1	15	0	0	0
30	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	9	Manipulationsitem	Natural behaviour	m_fiktiv	self-assessment	Es war für mich kein Problem, vor einer fiktiven Klassen zu unterrichten.	2	A	44	1	15	0	0	0
31	Aperol_pilot_01_02_expert_A_quest	expert	data	2	001	002	9	Manipulationsitem 	Natural behaviour	m_verhalten	self-assessment	Beim Unterrichten habe ich mich vor der fiktiven Klasse so verhalteb, wie ich es auch in der Schule tun würde. 	3	A	44	1	15	0	0	0
32	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	1	Klassenmanagement	Classroom management	km_mitbekommen	student	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.	4	A	29	0	0	0	0	0
33	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	1	Klassenmanagement	Classroom management	km_klar	student	Den Schüler*innen war jederzeit klar, was sie tun sollten.	4	A	29	0	0	0	0	0
34	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	1	Klassenmanagement	Classroom management	km_ungestört	student	Die Schüler*innen konnten ungestört arbeiten. 	4	A	29	0	0	0	0	0
35	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	1	Klassenmanagement	Classroom management	km_aktiv	student	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.	4	A	29	0	0	0	0	0
36	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_freundlich	student	Die Lehrperson war freundlich zu den Schüler*innen.	4	A	29	0	0	0	0	0
37	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_interesse	student	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 	4	A	29	0	0	0	0	0
38	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_kritik	student	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lehrgelegenheit betrachtet. 	4	A	29	0	0	0	0	0
39	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_ausreden	student	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.	4	A	29	0	0	0	0	0
40	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_überlegen	student	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gegeben.	4	A	29	0	0	0	0	0
41	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_rückmeldungen	student	Die Hinweise und rückmeldungn der Leherperson waren für die Schüler*innen hilfreich.	4	A	29	0	0	0	0	0
42	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	3	Klarheit und Strukturiertheit	Clarity and structuredness	ks_verständlich	student	Die Lehrperson so erklärt, dass die Schüler*innen alles verstanden haben.	4	A	29	0	0	0	0	0
43	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	3	Klarheit und Strukturiertheit	Clarity and structuredness	ks_sichtbar	student	Der Lernstoff wurde sichtbar gemacht, zum Beispiel durch Schaubild, Mindmap, Poster oder Zeichnung.	4	A	29	0	0	0	0	0
44	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	4	Aktivierung und Förderung	Activation and support	af_beiträge	student	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsgespräch beteiligt. 	4	A	29	0	0	0	0	0
45	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	4	Aktivierung und Förderung	Activation and support	af_wechselseitig	student	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.	4	A	29	0	0	0	0	0
46	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	4	Aktivierung und Förderung	Activation and support	af_nachdenken	student	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.	4	A	29	0	0	0	0	0
47	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_stand	student	Die Lehrperson stand gerade und aufrecht. 	3	A	29	0	0	0	0	0
48	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_augen	student	Die Lehrperson hat den Schüler*innen direkt in die aufgen geschaut. 	3	A	29	0	0	0	0	0
49	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_blick	student	Die Lehrperson hatte die ganze Klasse im Blick. 	4	A	29	0	0	0	0	0
50	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_vorsichgeht	student	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 	4	A	29	0	0	0	0	0
51	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_raum	student	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.	4	A	29	0	0	0	0	0
52	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_gestik	student	Die Gestik und Mimik unterstützen den Ausdruck der Lehrperson. 	4	A	29	0	0	0	0	0
53	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_alleangesehen	student	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.	4	A	29	0	0	0	0	0
54	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	6	Präsenz/Stimme  	Presence: voice	ps_deutlich	student	Die Lehrperson hat klar, deutlich und langsam gesprochen.	4	A	29	0	0	0	0	0
55	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	6	Präsenz/Stimme  	Presence: voice	ps_klar	student	Die Lehrperson hat sich klar und verständlich ausgedrückt.	4	A	29	0	0	0	0	0
56	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	6	Präsenz/Stimme  	Presence: voice	ps_impulse	student	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.	4	A	29	0	0	0	0	0
57	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_nonverbal	student	Bei Unterrichtsstärungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.	3	A	29	0	0	0	0	0
58	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_zubewegen	student	Bei Unterrichtsstörungen hat die Leherperson sich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.+	3	A	29	0	0	0	0	0
59	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_direkt	student	Bei Unterrichtsstörungen hat die Lehrperson störende Schüler*innen direkt angesprochen.	4	A	29	0	0	0	0	0
60	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	9	Manipulationsitem	Natural behaviour	m_natürlich	student	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.	4	A	29	0	0	0	0	0
61	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	9	Manipulationsitem	Natural behaviour	m_fiktiv	student	Ich hatte den Eindruck, dass es für die Lehrperson keine Problem war, vor einer fiktiven Klasse zu unterrichten.	3	A	29	0	0	0	0	0
62	Aperol_pilot_01_02_expert_A_quest	expert	data	3	001	002	9	Manipulationsitem 	Natural behaviour	m_verhalten	student	Ich hatte den Eindruck, dass sich die Lehrperson beim Unterrichten vor der fiktiven Klasse so verhalten, wie sie es auch in der Schule tun würde. 	3	A	29	0	0	0	0	0
63	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	1	Klassenmanagement	Classroom management	km_mitbekommen	student	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.	1	A	33	1	0	0	0	0
64	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	1	Klassenmanagement	Classroom management	km_klar	student	Den Schüler*innen war jederzeit klar, was sie tun sollten.	3	A	33	1	0	0	0	0
65	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	1	Klassenmanagement	Classroom management	km_ungestört	student	Die Schüler*innen konnten ungestört arbeiten. 	3	A	33	1	0	0	0	0
66	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	1	Klassenmanagement	Classroom management	km_aktiv	student	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.	2	A	33	1	0	0	0	0
67	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_freundlich	student	Die Lehrperson war freundlich zu den Schüler*innen.	3	A	33	1	0	0	0	0
68	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_interesse	student	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 	4	A	33	1	0	0	0	0
69	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_kritik	student	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lehrgelegenheit betrachtet. 	4	A	33	1	0	0	0	0
70	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_ausreden	student	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.	4	A	33	1	0	0	0	0
71	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_überlegen	student	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gegeben.	4	A	33	1	0	0	0	0
72	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_rückmeldungen	student	Die Hinweise und Rückmeldungn der Leherperson waren für die Schüler*innen hilfreich.	4	A	33	1	0	0	0	0
73	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	3	Klarheit und Strukturiertheit	Clarity and structuredness	ks_verständlich	student	Die Lehrperson so erklärt, dass die Schüler*innen alles verstanden haben.	4	A	33	1	0	0	0	0
74	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	3	Klarheit und Strukturiertheit	Clarity and structuredness	ks_sichtbar	student	Der Lernstoff wurde sichtbar gemacht, zum Beispiel durch Schaubild, Mindmap, Poster oder Zeichnung.	4	A	33	1	0	0	0	0
75	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	4	Aktivierung und Förderung	Activation and support	af_beiträge	student	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsgespräch beteiligt. 	3	A	33	1	0	0	0	0
76	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	4	Aktivierung und Förderung	Activation and support	af_wechselseitig	student	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.	4	A	33	1	0	0	0	0
77	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	4	Aktivierung und Förderung	Activation and support	af_nachdenken	student	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.	4	A	33	1	0	0	0	0
78	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_stand	student	Die Lehrperson stand gerade und aufrecht. 	3	A	33	1	0	0	0	0
79	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_augen	student	Die Lehrperson hat den Schüler*innen direkt in die aufgen geschaut. 	4	A	33	1	0	0	0	0
80	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_blick	student	Die Lehrperson hatte die ganze Klasse im Blick. 	4	A	33	1	0	0	0	0
81	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_vorsichgeht	student	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 	3	A	33	1	0	0	0	0
82	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_raum	student	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.	2	A	33	1	0	0	0	0
83	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_gestik	student	Die Gestik und Mimik unterstützen den Ausdruck der Lehrperson. 	4	A	33	1	0	0	0	0
84	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_alleangesehen	student	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.	4	A	33	1	0	0	0	0
85	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	6	Präsenz/Stimme  	Presence: voice	ps_deutlich	student	Die Lehrperson hat klar, deutlich und langsam gesprochen.	3	A	33	1	0	0	0	0
86	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	6	Präsenz/Stimme  	Presence: voice	ps_klar	student	Die Lehrperson hat sich klar und verständlich ausgedrückt.	4	A	33	1	0	0	0	0
87	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	6	Präsenz/Stimme  	Presence: voice	ps_impulse	student	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.	4	A	33	1	0	0	0	0
88	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_nonverbal	student	Bei Unterrichtsstärungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.	3	A	33	1	0	0	0	0
89	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_zubewegen	student	Bei Unterrichtsstörungen hat die Leherperson sich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.+	3	A	33	1	0	0	0	0
90	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	7	Präsenz/verbale_nonberbale Intervention	Presence: verbal and non-verbal intervention	pi_direkt	student	Bei Unterrichtsstörungen hat die Lehrperson störende Schüler*innen direkt angesprochen.	4	A	33	1	0	0	0	0
91	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	9	Manipulationsitem	Natural behaviour	m_natürlich	student	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.	3	A	33	1	0	0	0	0
92	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	9	Manipulationsitem	Natural behaviour	m_fiktiv	student	Ich hatte den Eindruck, dass es für die Lehrperson keine Problem war, vor einer fiktiven Klasse zu unterrichten.	4	A	33	1	0	0	0	0
93	Aperol_pilot_01_02_expert_A_quest	expert	data	4	001	002	9	Manipulationsitem 	Natural behaviour	m_verhalten	student	Ich hatte den Eindruck, dass sich die Lehrperson beim Unterrichten vor der fiktiven Klasse so verhalten, wie sie es auch in der Schule tun würde. 	4	A	33	1	0	0	0	0
94	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	1	Klassenmanagement	Classroom management	km_mitbekommen	student	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.	4	A	51	0	0	0	0	0
95	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	1	Klassenmanagement	Classroom management	km_klar	student	Den Schüler*innen war jederzeit klar, was sie tun sollten.	4	A	51	0	0	0	0	0
96	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	1	Klassenmanagement	Classroom management	km_ungestört	student	Die Schüler*innen konnten ungestört arbeiten. 	4	A	51	0	0	0	0	0
97	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	1	Klassenmanagement	Classroom management	km_aktiv	student	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.	4	A	51	0	0	0	0	0
98	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_freundlich	student	Die Lehrperson war freundlich zu den Schüler*innen.	4	A	51	0	0	0	0	0
99	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_interesse	student	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 	4	A	51	0	0	0	0	0
100	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_kritik	student	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lehrgelegenheit betrachtet. 	4	A	51	0	0	0	0	0
101	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_ausreden	student	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.	4	A	51	0	0	0	0	0
102	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_überlegen	student	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gegeben.	4	A	51	0	0	0	0	0
103	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	2	Lernförderliches Klima und Motivierung	Positive climate and motivation	lkm_rückmeldungen	student	Die Hinweise und rückmeldungn der Leherperson waren für die Schüler*innen hilfreich.	4	A	51	0	0	0	0	0
104	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	3	Klarheit und Strukturiertheit	Clarity and structuredness	ks_verständlich	student	Die Lehrperson so erklärt, dass die Schüler*innen alles verstanden haben.	4	A	51	0	0	0	0	0
105	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	3	Klarheit und Strukturiertheit	Clarity and structuredness	ks_sichtbar	student	Der Lernstoff wurde sichtbar gemacht, zum Beispiel durch Schaubild, Mindmap, Poster oder Zeichnung.	4	A	51	0	0	0	0	0
106	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	4	Aktivierung und Förderung	Activation and support	af_beiträge	student	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsgespräch beteiligt. 	4	A	51	0	0	0	0	0
107	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	4	Aktivierung und Förderung	Activation and support	af_wechselseitig	student	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.	4	A	51	0	0	0	0	0
108	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	4	Aktivierung und Förderung	Activation and support	af_nachdenken	student	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.	3	A	51	0	0	0	0	0
109	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_stand	student	Die Lehrperson stand gerade und aufrecht. 	4	A	51	0	0	0	0	0
110	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_augen	student	Die Lehrperson hat den Schüler*innen direkt in die aufgen geschaut. 	4	A	51	0	0	0	0	0
111	Aperol_pilot_01_02_expert_A_quest	expert	data	5	001	002	5	Präsenz/Haltung_Blick	Presence: posture/gaze	phb_blick	student	Die Lehrperson hatte die ganze Klasse im Blick. 	4	A	51	0	0	0	0	0
