questionnaire label	session	unit	itemid	item	shortID	student/teacher/experimenter	itemfulltext	value	answered for	age	sex	experience	conception 	class 	age adult education
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_individuell	exp	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.	2	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_beherrschen	exp	Die Lehrperson hat darauf geachtet, dass alle den Lernstoff des Unterrichts sicher beherrschen. 	2	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_stand	exp	Die Lehrperson stand gerade und aufrecht. 	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_augen	exp	Die Lehrperson hat den Schüler*innen direkt in die Augen geschaut. 	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_blick	exp	Die Lehrperson hatte die ganze Klasse im Blick. 	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_vorsichgeht	exp	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 	2	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_raum	exp	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.	1	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_gestik	exp	Die Gestik und Mimik unterstützt den Ausdruck der Lehrperson. 	4	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_alleangesehen	exp	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_deutlich	exp	Die Lehrperson hat klar, deutlich und langsam gesprochen.	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_klar	exp	Die Lehrperson hat sich klar und verständlich ausgedrückt.	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_impulse	exp	Die Arbeitsaufträge waren präzise, klar und kurz formiliert.	2	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme 	ps_vorgehen	exp	Vor einem Methodenwechsel erklärte die Lehrperson nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).	1	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/Stimme  	ps_redeanteil	exp	Meine Einschätzung des Redeanteils der Lehrperson liegt bei ___%.	70	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	exp	Bei Unterrichtsstörungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunteln oder mahnende Blicke, verwendet.	2	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	exp	Bei Unterrichtssörungen hat die Lehrperson sie oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.	2	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	exp	Bei Unterrichtsstörungen hat die Leherspersoin störende Schüler*innen direkt angesprochen.	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem	m_natürlich	exp	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem	m_fiktiv	exp	Ich hatte den Eindruck, dass es für die Lehrperson kein Problem war, vor einer fiktiven Klassen zu unterrichten.	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem 	m_verhalten	exp	Ich hatte den Eiundruck, dass sich die Leherperson beim Unterrichten vor der fiktiven Klasse so verhalten hat, wie sie es auch in Stunde tun würde. 	3	A	27	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	lkm_lernstoff	t	Die gesamte Unterrichtssequenz wurde für den Lernstoff verwendet.	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	lkm_mitbekommen	t	Ich habe alles mitbekommen, was in der Klasse passiert ist.	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	lkm_klar	t	Den Schüler*innen war jederzeit klar, was sie tun sollten.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	lkm_unegstört	t	Die Schüler*innen konnten ungestört arbeiten.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	lkm_aktiv	t	Die Schüler*innen war die ganze Stunde über aktiv bei der Sache.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_freundlich	t	Ich war freundlich zu den Schüler*innen.	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_interesse	t	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_kritik	t	Ich habe Fehler nicht kritisiert, sondern als Lerngelegenheit betrachtet.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_ausreden	t	Ich habe die Schüler*innen ausreden lassen, wenn sie dran waren. 	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_überlegen	t	Wenn ich Fragen oder Aufgaben gestellt habe, habe ich den Lernenden ausreichend Zeit zum Überlegen gelassen.	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_rückmeldungen	t	Meine Hinweise und Rückmeldungen waren für die Schüler*innen hilfreich.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	lkm_funktion	t	Die Schüler*innen ist klar, was sie in dieser Stunde lernen sollten.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	ks_verständlich	t	Ich habe so erklärt, dass die Lernenden alles verstanden haben.	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	ks_sichtbar	t	Der Lernstoff wurde siochtbar gemacht, zum Biepsile durch Schaubild, Mindmap, Poster oder Zeichnung.	1	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	ks_deutlich	t	Ich habe darauf geachtet, dass jede*r klar und deutlich spricht.	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	ks_zusammenfassend	t	Die wichtigesten Punkte wurden zusammengefasst.	1	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_beiträge	t	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsbespräch beteiligt. 	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_wechselseitig	t	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_nachdenken	t	Es gab Fragen oder Antworten, bei denen die Schüler*innen richtig nachdenken mussten.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_schwierigkeit	t	Den Schüler*innen standen Aufgaben mit unterschiedlichen Schwierigkeitesstufen und unterschiedlichen Hilfen zur Wahl.	1	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_individuell	t	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.	1	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_beherrschen	t	Ich habe darauf geachtet, dass alle den Lernstoff des Unterrichts sicher beherschen.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_stand	t	Ich stand gerade und aufrcht. 	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_augen	t	Ich habe den Schüler*innen direkt in die Aufgen geschaut.	4	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_blick	t	Ich hatte die ganze Klasse im Blick. 	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_vorsichgeht	t	Ich wusste immer genau, was in der Klasse vor sich geht. 	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_raum	t	Während der Stunde ging ich oft durch die Reihen der Klasse.	1	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_gestik	t	Die Gestik und Mimik untersützten meinen Ausruck.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_alleangesehen	t	Ich hatte den Eindruck, dass ich alle oft angesehen habe. 	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_deutlich	t	Ich habe klar, deutlich und langsam gesprochen	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_klar	t	Ich habe mich klar und verständlich ausgedrückt.	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_impulse	t	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme 	ps_vorgehen	t	Vor einem Methodenwechsel erklärte ich nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/Stimme  	ps_redeanteil	t	Meine Einschätzung meines Redeanteils liegt bei __%.	77	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	t	Bei Unterrichtsstörungen haben ich oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	t	Bei Unterrichtsstärungen habe ich mich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	t	Bei Unterrrichtsstörungen habe ich störende Schüler*innen direkt angesprochen.	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem	m_natürlich	t	Während der Stunde habe ich mich sehr natürlich verhalten.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem	m_fiktiv	t	Es war für mich kein Problem, vor einer fiktiven Klassen zu unterrichten.	2	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem 	m_verhalten	t	Beim Unterrichten habe ich mich vor der fiktiven Klasse so verhalteb, wie ich es auch in der Schule tun würde. 	3	A	44	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	km_lernstoff	s	Die gesamte Unterrichtsstunde wurde für den Lernstoff verwendet.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	km_mitbekommen	s	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	kkm_klar	s	Den Schüler*innen war jederzeit klar, was sie tun sollten.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	km_unegstört	s	Die Schüler*innen konnten ungestört arbeiten. 	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	km_aktiv	s	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_freundlich	s	Die Lehrperson war freundlich zu den Schüler*innen.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_interesse	s	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_kritik	s	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lehrgelegenheit betrachtet. 	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_ausreden	s	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_überlegen	s	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gegeben.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_rückmeldungen	s	Die Hinweise und rückmeldungn der Leherperson waren für die Schüler*innen hilfreich.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	lkm_funktion	s	Den Schüler*innen ist klar, was sie in dieser Stunde lernen sollten.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	ks_verständlich	s	Die Lehrperson so erklärt, dass die Schüler*innen alles verstanden haben.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	ks_sichtbar	s	Der Lernstoff wurde sichtbar gemacht, zum Beispiel durch Schaubild, Mindmap, Poster oder Zeichnung.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	ks_deutlich	s	Die Lehrperson hat darauf geachtet, dass jede*r klar und deutlich spricht.	1	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	3	Klarheit und Strukturiertheit	ks_zusammenfassend	s	Die wichtigsten Punkte wurden zusammengefasst.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_beiträge	s	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsgespräch beteiligt. 	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_wechselseitig	s	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_nachdenken	s	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_schwierigkeit	s	Den Schüler*innen standen Aufgaben mit unterschiedlichen Schwierigkeitsstufen und unterschiedlichen Hilfen zur Wahl.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_individuell	s	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	4	Aktivierungund Förderung	af_beherrschen	s	Die Lehrperson hat darauf geachtet, dass alle den Lernstoff des Unterrichts sicher beherschen.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_stand	s	Die Lehrperson stand gerade und aufrecht. 	3	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_augen	s	Die Lehrperson hat den Schüler*innen direkt in die aufgen geschaut. 	3	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_blick	s	Die Lehrperson hatte die ganze Klasse im Blick. 	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_vorsichgeht	s	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_raum	s	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_gestik	s	Die Gestik und Mimik unterstützen den Ausdruck der Lehrperson. 	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	5	Präsenz/Haltung_Blick	phb_alleangesehen	s	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_deutlich	s	Die Lehrperson hat klar, deutlich und langsam gesprochen.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_klar	s	Die Lehrperson hat sich klar und verständlich ausgedrückt.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme  	ps_impulse	s	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	6	Präsenz/Stimme 	ps_vorgehen	s	Vor einem Methodenwechsel erklärte die Lehrperson nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).	3	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/Stimme  	ps_redeanteil	s	Meine Einschätzung des Redeanteils der Lehrperson liegt bei ___%.	60	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	s	Bei Unterrichtsstärungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.	3	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	s	Bei Unterrichtsstörungen hat die Leherperson sich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.+	3	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	s	Bei Unterrichtsstörungen hat die Lehrperson störende Schüler*innen direkt angesprochen.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem	m_natürlich	s	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.	4	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem	m_fiktiv	s	Ich hatte den Eindruck, dass es für die Lehrperson keine Problem war, vor einer fiktiven Klasse zu unterrichten.	3	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	8	Manipulationsitem 	m_verhalten	s	Ich hatte den Eindruck, dass sich die Lehrperson beim Unterrichten vor der fiktiven Klasse so verhalten, wie sie es auch in der Schule tun würde. 	3	A	29	w	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	km_lernstoff	s	Die gesamte Unterrichtsstunde wurde für den Lernstoff verwendet.	3	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	km_mitbekommen	s	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.	1	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	kkm_klar	s	Den Schüler*innen war jederzeit klar, was sie tun sollten.	3	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	km_unegstört	s	Die Schüler*innen konnten ungestört arbeiten. 	3	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	1	Klassenmanagement	km_aktiv	s	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.	2	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_freundlich	s	Die Lehrperson war freundlich zu den Schüler*innen.	3	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_interesse	s	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 	4	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_kritik	s	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lehrgelegenheit betrachtet. 	4	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_ausreden	s	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.	4	A	33	m	0	0	0	0
Aperol_pilot_01_02_expert_A_quest	001	002	2	Lernförderliches Klima und Motivierung	lkm_überlegen	s	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gegeben.	4	A	33	m	0	0	0	0
